river,localsite,surv_date,amphib_spp,total_obs,stage,stage_id,sex,gosner,water_temp,book
NFA,Indian Ck,2012-07-31,RABO,2,T,T,,,NA,
NFA,Mainstem,2012-08-08,RABO,3,Y,Y,,,NA,
NFY,Mainstem,2012-07-11,RABO,1,J,J,U,,NA,8
NFY,Mainstem,2012-07-11,RABO,1,T,T,,,NA,8
NFY,Mainstem,2012-07-11,RABO,100,T,T,,,NA,8
SFY,Mainstem,2012-07-12,RABO,3,T,T,,,22.0,
SFY,Mainstem,2012-07-12,RABO,1,T,T,,,NA,
SFY,Mainstem,2012-07-12,RABO,10,T,T,,,NA,
NFA,Shirttail Ck,2012-08-01,RABO,5,Y,Y,,44-46,NA,8
NFA,Shirttail Ck,2012-08-01,RABO,2,A,A,F,,NA,8
NFA,Mainstem,2011-05-04,RABO,1,A,A,F,,NA,2
NFY,Mainstem,2011-05-10,RABO,1,A,A,F,,NA,2
SFY,Mainstem,2011-05-11,RABO,1,A,A,F,,11.0,2
SFY,Mainstem,2011-05-11,RABO,1,J,J,U,,NA,2
SFY,Mainstem,2011-05-11,RABO,1,A,A,F,,12.2,2
SFY,Mainstem,2011-05-11,RABO,1,J,J,U,,12.2,2
SFY,Mainstem,2011-05-11,RABO,6,J,J,U,,18.0,2
SFY,Mainstem,2011-05-11,RABO,1,J,J,U,,14.6,2
MFY,Mainstem,2011-05-12,RABO,2,A,A,M,,NA,2
MFY,Mainstem,2011-05-12,RABO,1,A,A,U,,NA,2
RUB,US Site,2011-05-16,RABO,1,J,J,U,,NA,2
RUB,US Ralston,2011-05-31,RABO,1,E,E,,,10.1,3
RUB,DS Site,2011-05-31,RABO,1,A,A,M,,10.6,2
RUB,US Site,2011-05-31,RABO,1,A,A,F,,NA,2
RUB,US Site,2011-05-31,RABO,1,A,A,F,,NA,2
RUB,US Site,2011-05-31,RABO,3,A,A,M,,NA,2
RUB,US Site,2011-05-31,RABO,1,E,E,,,NA,2
RUB,US Site,2011-05-31,RABO,1,E,E,,,NA,2
RUB,US Ralston,2011-06-06,RABO,1,E,E,,,10.6,3
RUB,US Ralston,2011-06-06,RABO,1,A,A,M,,10.6,3
MFY,Mainstem,2011-06-07,RABO,1,A,A,F,,7.7,3
MFY,Mainstem,2011-06-07,RABO,1,A,A,F,,NA,3
MFY,Mainstem,2011-06-07,RABO,1,J,J,U,,NA,3
MFY,Mainstem,2011-06-07,RABO,1,A,A,U,,NA,3
MFY,Mainstem,2011-06-07,RABO,1,A,A,M,,NA,3
MFY,Mainstem,2011-06-07,RABO,1,A,A,U,,NA,3
SFY,Mainstem,2011-06-09,RABO,4,J,J,U,,NA,3
SFY,Mainstem,2011-06-09,RABO,1,A,A,U,,NA,3
SFY,Mainstem,2011-06-09,RABO,1,J,J,U,,NA,3
NFA,Robbers Rav,2011-06-13,RABO,2,A,A,U,,22.0,1
NFA,Mainstem,2011-06-13,RABO,2,A,A,M,,NA,1
NFA,Mainstem,2011-06-13,RABO,1,A,A,F,,NA,1
NFA,Mainstem,2011-06-13,RABO,3,A,A,M,,NA,1
NFA,Mainstem,2011-06-13,RABO,2,A,A,M,,NA,1
NFA,Mainstem,2011-06-13,RABO,1,A,A,F,,NA,1
NFA,Mainstem,2011-06-13,RABO,1,J,J,U,,NA,1
NFA,Mainstem,2011-06-14,RABO,1,A,A,F,,NA,2
NFA,Mainstem,2011-06-14,RABO,3,J,J,U,,NA,2
NFA,Mainstem,2011-06-14,RABO,1,A,A,F,,NA,2
NFA,Mainstem,2011-06-14,RABO,3,J,J,U,,NA,2
RUB,US Site,2011-06-15,RABO,1,J,J,U,,NA,2
MFA,American Canyon,2011-06-21,RABO,1,A,A,M,,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,M,,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,F,,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,M,,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,F,,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,M,,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,F,,NA,
MFA,American Canyon,2011-06-21,RABO,10,T,T,,24-25,NA,
MFA,American Canyon,2011-06-21,RABO,1,A,A,M,,NA,
MFY,Mainstem,2011-06-22,RABO,1,A,A,M,,NA,3
MFY,Mainstem,2011-06-22,RABO,1,A,A,U,,NA,3
MFY,Wolf Creek,2011-06-22,RABO,1,E,E,,1-3,14.2,3
MFY,Wolf Creek,2011-06-22,RABO,1,E,E,,1-3,14.2,3
RUB,DS Site,2011-07-11,RABO,1,J,J,U,,NA,3
RUB,US Site,2011-07-12,RABO,1,A,A,M,,20.2,3
RUB,US Site,2011-07-12,RABO,1,E,E,,22-23,20.2,3
RUB,US Site,2011-07-12,RABO,1,E,E,,22-23,18.0,3
RUB,US Site,2011-07-12,RABO,1,E,E,,21-22,18.0,3
RUB,US Site,2011-07-12,RABO,1,A,A,F,,NA,3
RUB,US Site,2011-07-12,RABO,1,A,A,F,,NA,3
RUB,US Site,2011-07-12,RABO,1,A,A,M,,NA,3
RUB,US Site,2011-07-12,RABO,3,J,J,U,,NA,3
RUB,US Site,2011-07-12,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-07-13,RABO,3,A,A,F,,NA,3
NFA,Mainstem,2011-07-13,RABO,2,A,A,M,,NA,3
NFA,Mainstem,2011-07-13,RABO,3,J,J,U,,NA,3
NFA,Mainstem,2011-07-13,RABO,1,E,E,,24-25,NA,3
NFA,Mainstem,2011-07-13,RABO,4,E,E,,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-07-14,RABO,8,J,J,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,E,E,,24,NA,3
NFA,Mainstem,2011-07-14,RABO,1,E,E,,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,E,E,,,NA,3
NFA,Mainstem,2011-07-14,RABO,10,T,T,,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,E,E,,,NA,3
NFA,Mainstem,2011-07-14,RABO,6,T,T,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-07-14,RABO,2,J,J,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,J,,NA,3
NFA,Mainstem,2011-07-14,RABO,10,T,T,,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-07-14,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,10,T,T,U,,NA,3
NFA,Mainstem,2011-07-14,RABO,8,E,E,,,17.2,3
NFA,Mainstem,2011-07-14,RABO,4,E,E,,,19.1,3
MFA,Mainstem,2011-07-15,RABO,1,A,A,U,,NA,3
MFY,Mainstem,2011-07-18,RABO,1,A,A,M,,15.5,3
MFY,Mainstem,2011-07-18,RABO,1,E,E,,24,NA,
MFY,Mainstem,2011-07-18,RABO,1,E,E,,,NA,3
MFY,Mainstem,2011-07-18,RABO,1,E,E,,,NA,3
MFY,Mainstem,2011-07-18,RABO,1,E,E,,,16.7,3
MFY,Mainstem,2011-07-18,RABO,1,A,A,F,,NA,3
MFY,Mainstem,2011-07-18,RABO,1,E,E,,4-5,NA,3
MFY,Mainstem,2011-07-18,RABO,1,A,A,M,,NA,3
MFY,Mainstem,2011-07-18,RABO,1,A,A,F,,NA,3
MFY,Mainstem,2011-07-18,RABO,4,E,E,,24-25,NA,3
MFY,Mainstem,2011-07-19,RABO,1,E,E,,24-25,12.9,3
MFY,Mainstem,2011-07-19,RABO,2,E,E,,,NA,3
MFY,Mainstem,2011-07-19,RABO,1,E,E,,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,F,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,F,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,U,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,F,,NA,3
SFY,Mainstem,2011-07-20,RABO,3,J,J,U,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,F,,NA,3
SFY,Mainstem,2011-07-20,RABO,3,J,J,U,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,M,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,J,J,U,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,J,J,U,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,A,A,M,,NA,3
SFY,Mainstem,2011-07-20,RABO,1,J,J,U,,NA,3
NFY,Mainstem,2011-07-23,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,M,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-08-01,RABO,10,T,T,,26,22.0,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,T,T,,25,23.1,3
NFA,Mainstem,2011-08-01,RABO,5,T,T,,24,NA,3
NFA,Mainstem,2011-08-01,RABO,10,T,T,,27-28,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-08-01,RABO,15,T,T,,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,2,T,T,,27,NA,3
NFA,Mainstem,2011-08-01,RABO,10,T,T,,23-24,NA,3
NFA,Mainstem,2011-08-01,RABO,1,A,A,F,,NA,3
NFA,Mainstem,2011-08-01,RABO,40,T,T,,26-27,25.8,3
NFA,Mainstem,2011-08-01,RABO,1,J,J,U,,NA,3
NFA,Mainstem,2011-08-01,RABO,50,T,T,,24,NA,3
NFA,Mainstem,2011-08-01,RABO,400,T,T,,24,NA,3
RUB,DS Site,2011-08-03,RABO,1,A,A,M,,NA,3
RUB,DS Site,2011-08-03,RABO,1,A,A,M,,NA,3
RUB,DS Site,2011-08-03,RABO,1,J,J,U,,NA,3
RUB,DS Site,2011-08-03,RABO,3,A,A,U,,NA,3
RUB,US Site,2011-08-04,RABO,1,A,A,M,,NA,3
RUB,US Site,2011-08-04,RABO,1,J,J,U,,NA,3
RUB,US Site,2011-08-04,RABO,1,A,A,M,,NA,3
RUB,US Site,2011-08-04,RABO,1,A,A,M,,NA,3
RUB,US Site,2011-08-04,RABO,1,A,A,M,,NA,3
RUB,US Site,2011-08-04,RABO,1,J,J,U,,NA,3
RUB,US Site,2011-08-04,RABO,7,T,T,,26-27,NA,3
RUB,US Site,2011-08-04,RABO,2,J,J,,,NA,3
RUB,US Site,2011-08-04,RABO,1,A,A,M,,NA,3
RUB,US Site,2011-08-04,RABO,1,A,A,U,,NA,5
SFY,Mainstem,2011-08-08,RABO,2,J,J,U,,NA,5
SFY,Mainstem,2011-08-08,RABO,6,J,J,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,J,J,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,A,A,M,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,J,J,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,2,A,A,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,J,J,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,J,J,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,15,T,T,,25-27,22.0,6
SFY,Mainstem,2011-08-09,RABO,1,A,A,M,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,J,J,U,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,A,A,M,,NA,6
SFY,Mainstem,2011-08-09,RABO,1,J,J,U,,NA,6
NFY,Mainstem,2011-08-10,RABO,1,A,A,F,,NA,5
NFY,Mainstem,2011-08-10,RABO,1,A,A,M,,NA,5
MFY,Mainstem,2011-08-12,RABO,1,A,A,U,,NA,6
MFY,Mainstem,2011-08-13,RABO,4,T,T,,27-28,NA,5
MFY,Mainstem,2011-08-13,RABO,1,E,E,,,NA,5
MFY,Mainstem,2011-08-13,RABO,5,T,T,,25,14.9,5
MFY,Mainstem,2011-08-13,RABO,10,T,T,,25,NA,5
MFY,Mainstem,2011-08-13,RABO,1,A,A,M,,NA,5
MFY,Mainstem,2011-08-13,RABO,4,T,T,,25,15.0,5
MFY,Mainstem,2011-08-13,RABO,5,T,T,,28-29,NA,5
NFA,Robbers Rav,2011-10-03,RABO,2,A,A,F,,15.7,
NFA,Robbers Rav,2011-10-03,RABO,1,A,A,M,,NA,
NFA,Robbers Rav,2011-10-03,RABO,6,Y,Y,U,45-46,NA,
NFA,Mainstem,2011-10-03,RABO,6,Y,Y,U,46,NA,
NFA,Mainstem,2011-10-03,RABO,3,A,A,M,,NA,
NFA,Mainstem,2011-10-03,RABO,1,A,A,M,,NA,
NFA,Mainstem,2011-10-03,RABO,1,A,A,F,,NA,
NFA,Mainstem,2011-10-03,RABO,2,A,A,M,,NA,
NFA,Mainstem,2011-10-03,RABO,1,A,A,F,,NA,
NFA,Mainstem,2011-10-03,RABO,2,A,A,U,,NA,
NFA,Mainstem,2011-10-03,RABO,39,Y,Y,U,46,NA,
NFA,Mainstem,2011-10-03,RABO,2,Y,Y,U,43-44,NA,
NFA,Mainstem,2011-10-03,RABO,11,Y,Y,U,45,NA,
RUB,US Site,2012-04-16,RABO,1,A,A,M,,NA,5
RUB,US Site,2012-04-16,RABO,2,J,J,U,,NA,5
RUB,US Site,2012-04-16,RABO,1,A,A,F,,NA,5
RUB,US Site,2012-04-16,RABO,1,A,A,F,,NA,5
RUB,US Site,2012-04-16,RABO,1,A,A,F,,NA,5
RUB,DS Site,2012-04-16,RABO,1,J,J,U,,NA,5
RUB,DS Site,2012-04-16,RABO,1,A,A,F,,NA,5
RUB,DS Site,2012-04-16,RABO,2,A,A,U,,NA,5
RUB,DS Site,2012-04-16,RABO,1,A,A,F,,NA,5
RUB,DS Site,2012-04-16,RABO,1,A,A,M,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,F,,8.9,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,M,,NA,5
NFA,Mainstem,2012-04-17,RABO,6,J,J,U,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,F,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,F,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,F,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,M,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,F,,NA,5
NFA,Mainstem,2012-04-17,RABO,2,A,A,M,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,A,A,F,,NA,5
NFA,Mainstem,2012-04-17,RABO,1,J,J,U,,NA,5
MFA,American Canyon,2012-04-18,RABO,1,A,A,M,,NA,5
MFA,American Canyon,2012-04-18,RABO,1,A,A,M,,NA,5
MFA,American Canyon,2012-04-18,RABO,1,A,A,U,,NA,5
MFA,American Canyon,2012-04-18,RABO,1,A,A,F,,NA,5
MFA,American Canyon,2012-04-18,RABO,2,J,J,U,,NA,5
MFA,American Canyon,2012-04-18,RABO,2,A,A,M,,NA,5
MFA,American Canyon,2012-04-18,RABO,2,A,A,M,,NA,5
MFA,American Canyon,2012-04-18,RABO,1,J,J,U,,NA,5
MFA,American Canyon,2012-04-18,RABO,1,J,J,U,,NA,5
NFY,Mainstem,2012-04-19,RABO,1,J,J,U,,NA,5
SFY,Mainstem,2012-04-20,RABO,1,A,A,F,,NA,6
SFY,Mainstem,2012-04-20,RABO,4,J,J,U,,NA,6
SFY,Mainstem,2012-04-20,RABO,1,A,A,M,,NA,6
NFA,Shirttail Ck,2012-04-30,RABO,6,A,A,M,,NA,
NFA,Shirttail Ck,2012-04-30,RABO,5,J,J,,,NA,
NFA,Shirttail Ck,2012-04-30,RABO,1,A,A,F,,13.6,
NFA,Shirttail Ck,2012-04-30,RABO,5,A,A,M,,NA,
MFA,NFMFA,2012-04-30,RABO,1,A,A,U,,13.0,
MFA,American Canyon,2012-05-07,RABO,2,A,A,M,,14.5,
MFA,American Canyon,2012-05-07,RABO,2,A,A,M,,NA,
MFA,American Canyon,2012-05-07,RABO,3,A,A,F,,NA,
MFA,American Canyon,2012-05-07,RABO,1,A,A,F,,NA,
MFA,American Canyon,2012-05-07,RABO,2,E,E,,,NA,
MFA,American Canyon,2012-05-07,RABO,2,A,A,U,,NA,
MFA,American Canyon,2012-05-07,RABO,1,E,E,,,NA,
MFA,American Canyon,2012-05-07,RABO,3,E,E,,,NA,
MFA,American Canyon,2012-05-07,RABO,2,A,A,M,,NA,
MFA,American Canyon,2012-05-07,RABO,1,A,A,F,,NA,
MFA,American Canyon,2012-05-07,RABO,1,E,E,,,NA,7
MFA,American Canyon,2012-05-07,RABO,3,E,E,,,NA,7
MFA,American Canyon,2012-05-07,RABO,3,E,E,,,NA,7
MFA,American Canyon,2012-05-07,RABO,1,E,E,,,NA,7
MFA,American Canyon,2012-05-07,RABO,1,A,A,F,,NA,7
MFA,American Canyon,2012-05-07,RABO,1,A,A,M,,NA,7
MFA,American Canyon,2012-05-07,RABO,2,A,A,M,,NA,7
MFA,American Canyon,2012-05-07,RABO,1,E,E,,,NA,7
MFA,American Canyon,2012-05-07,RABO,1,A,A,F,,NA,7
RUB,US Site,2012-05-08,RABO,3,A,A,M,,NA,7
RUB,US Site,2012-05-08,RABO,1,A,A,M,,NA,7
RUB,US Site,2012-05-08,RABO,1,A,A,M,,NA,7
RUB,US Site,2012-05-08,RABO,1,J,J,U,,NA,7
RUB,US Site,2012-05-08,RABO,2,A,A,U,,NA,7
RUB,DS Site,2012-05-08,RABO,2,A,A,M,,NA,7
RUB,DS Site,2012-05-08,RABO,1,A,A,M,,NA,7
RUB,DS Site,2012-05-08,RABO,1,J,J,U,,NA,7
RUB,DS Site,2012-05-08,RABO,1,A,A,M,,NA,7
RUB,DS Site,2012-05-08,RABO,1,A,A,F,,NA,7
SFY,Mainstem,2012-05-09,RABO,1,A,A,F,,NA,7
SFY,Mainstem,2012-05-09,RABO,2,J,J,,,NA,7
SFY,Mainstem,2012-05-09,RABO,1,A,A,U,,NA,7
SFY,Mainstem,2012-05-09,RABO,1,A,A,M,,NA,7
SFY,Mainstem,2012-05-09,RABO,1,A,A,F,,NA,7
NFA,Robbers Rav,2012-05-10,RABO,2,A,A,M,,13.3,7
NFA,Robbers Rav,2012-05-10,RABO,1,A,A,F,,13.3,7
NFA,Mainstem,2012-05-10,RABO,2,J,J,U,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,F,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,F,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,U,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,J,J,U,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,F,,NA,7
NFA,Mainstem,2012-05-10,RABO,3,A,A,M,,NA,7
NFA,Mainstem,2012-05-10,RABO,2,J,J,U,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,M,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,F,,NA,7
NFA,Mainstem,2012-05-10,RABO,2,A,A,F,,NA,7
NFA,Mainstem,2012-05-10,RABO,2,J,J,U,,NA,7
NFA,Mainstem,2012-05-10,RABO,1,A,A,F,,NA,7
RUB,DS Site,2012-05-21,RABO,1,E,E,,15,NA,6
RUB,DS Site,2012-05-21,RABO,1,A,A,M,,NA,6
RUB,DS Site,2012-05-21,RABO,1,E,E,,21,NA,6
RUB,DS Site,2012-05-21,RABO,1,E,E,,18,NA,6
RUB,US Site,2012-05-21,RABO,1,A,A,F,,NA,6
RUB,US Site,2012-05-21,RABO,1,A,A,M,,NA,6
RUB,US Site,2012-05-21,RABO,3,E,E,,19,NA,6
RUB,US Site,2012-05-21,RABO,2,E,E,,10-11,NA,6
RUB,US Site,2012-05-21,RABO,1,A,A,F,,NA,6
RUB,US Site,2012-05-21,RABO,2,A,A,M,,NA,6
RUB,US Site,2012-05-21,RABO,1,A,A,U,,NA,6
RUB,US Site,2012-05-21,RABO,1,E,E,,13,NA,6
RUB,US Site,2012-05-21,RABO,1,E,E,,14,NA,6
RUB,US Site,2012-05-21,RABO,1,A,A,M,,NA,6
RUB,US Site,2012-05-21,RABO,1,A,A,F,,NA,6
